sentiment,review,review_length,rating,preprocessed_review,sentiment_encoded
positive,the keyboard came today and so far really enjoying it looks sleek and feels nice for the price say that this is great buy no problems to report but it only day one came very fast ,36,5.0,keyboard came today far really enjoying look sleek feel nice price say great buy problem report day one came fast,2
positive,i love the overall look and functionality wirelessly as well as rechargeable love the colors ,15,5.0,love overall look functionality wirelessly well rechargeable love color,2
neutral,i would not recommend this keyboard loved it at first until the keys started breaking just from typing broken keys in the first month alone,25,5.0,would recommend keyboard loved first key started breaking typing broken key first month alone,1
positive,love being able to toss it on the bed when deep into my hobbying and need some space wish the backlight stayed on bit longer but then probably have to charge it more have no problem recommending this keyboard at all ,41,4.0,love able toss bed deep hobbying need space wish backlight stayed bit longer probably charge problem recommending keyboard,2
positive,i pretty happy with this keyboard except for one thing the enter key spans two lines and the pipe button is moved down line this small feature really slows down my typing especially in unix environment just can seem to get past that hopefully in time will but switching between keyboards will likely be an issue other than that they key board lights up nice holds charge is fairly easy to type on wish the keys were like bigger and haven tried swimming with it so can speak to the water proof part can exchange it because already recycled the box ll make it work for now ,107,5.0,pretty happy keyboard except one thing enter key span two line pipe button moved line small feature really slows typing especially unix environment seem get past hopefully time switching keyboard likely issue key board light nice hold charge fairly easy type wish key like bigger tried swimming speak water proof part exchange already recycled box make work,2
negative,this is the second keyboard that ve ordered both had issues very disappointing product ,14,5.0,second keyboard ordered issue disappointing product,0
positive,this is great keyboard for wireless quiet typing really like the use of the colors ,15,5.0,great keyboard wireless quiet typing really like use color,2
positive,it often stops working at random points even with full charge there will be sudden fits where it won respond for good seconds or it will be super laggy with its inputs was an idiot forgot it had warranty and bought the first one at least had the courtesy to wait few months to bug out day this thing bugged but like the feel of the keyboard its damn satisfying keyboard when it works the buttons are nice to press and the keyboard feels nice in general that why bought another hoping the first was faulty the lights are nice also but sadly cant recommend it if keyboards have similar bugs hell even typing this out was an ordeal especially when was listing the positives of it will be sending it to repairs but really hope they straighten this problem out ,141,3.0,often stop working random point even full charge sudden fit respond good second super laggy input idiot forgot warranty bought first one least courtesy wait month bug day thing bugged like feel keyboard damn satisfying keyboard work button nice press keyboard feel nice general bought another hoping first faulty light nice also sadly cant recommend keyboard similar bug hell even typing ordeal especially listing positive sending repair really hope straighten problem,2
positive,this keyboard has nice look and feel at my eyes aren what they used to be and this makes life lot easier the back lighting is adjustable spend lot of time printing photo for the grand kids ,37,1.0,keyboard nice look feel eye used make life lot easier back lighting adjustable spend lot time printing photo grand kid,2
neutral,keys have very smooth travel,5,2.0,key smooth travel,1
neutral,sucks that buys you keyboard that just dies after couple weeks know this only happens to some people that buy the product so if you wanna roll the dice go ahead ,31,1.0,suck buy keyboard dy couple week know happens people buy product wan na roll dice go ahead,1
neutral,the key board looks amazing but some of the keys don work and delete to name few ,17,5.0,key board look amazing key work delete name,1
negative,this keyboard looks really good but the description is deceiving as they claim it to be silent or quiet this keyboard is so not close to being quiet one it has really loud keys which wasnt fan of ,38,5.0,keyboard look really good description deceiving claim silent quiet keyboard close quiet one really loud key wasnt fan,0
negative,someone has missed the point there doesn seem to be way to keep the lights on either wirelessly which is the point of purchasing wireless keyboard or wired not power saving move as the shut off timing is the same with the keyboard plugged in the backlighting when it is on is not helpful as it barely shows through the key to highlight the number or letter but shows off the space around the keys so when looking down on the keyboard the eye is drawn to the space around the keys instead of the key itself completely uselessa strange design choice also interferes with the use of the keyboard there is an extra key next to the enter return which is really annoying instead of hitting enter you are more likely to hit backslash which really makes entering passwords joy this key is above the enter key on every other keyboarda very bad choice on my part from all the wireless backlit keyboards available,165,5.0,someone missed point seem way keep light either wirelessly point purchasing wireless keyboard wired power saving move shut timing keyboard plugged backlighting helpful barely show key highlight number letter show space around key looking keyboard eye drawn space around key instead key completely uselessa strange design choice also interferes use keyboard extra key next enter return really annoying instead hitting enter likely hit backslash really make entering password joy key enter key every keyboarda bad choice part wireless backlit keyboard available,0
neutral,i was looking for low profile keyboard wireless and with large enter key this keyboard fits the bill ,18,1.0,looking low profile keyboard wireless large enter key keyboard fit bill,1
positive,pros the physical design of the keyboard is great feedback on the keys is good has nice matte finish lights are as advertised and there are holes on the back of the keyboard which helps keep the keys clean and if you spill liquid on it it can drain cons couple times days the keyboard will disconnect intermittently on me it will become unresponsive and disconnect then reconnect rapidly its not for very long maybe seconds to couple minutes and if at the computer for hours day it will only happen couple times but if in the middle of game it can be quite frustrating never have had this issue with other wireless keyboards not sure what the solution is but tried reinstalling the driver ,125,2.0,pro physical design keyboard great feedback key good nice matte finish light advertised hole back keyboard help keep key clean spill liquid drain con couple time day keyboard disconnect intermittently become unresponsive disconnect reconnect rapidly long maybe second couple minute computer hour day happen couple time middle game quite frustrating never issue wireless keyboard sure solution tried reinstalling driver,2
neutral,this pos is advertised as made in usa it is actually made in china ,14,3.0,po advertised made usa actually made china,1
neutral,goes into sleep mode too quicklyno problem really seems to be good quality product,14,3.0,go sleep mode quicklyno problem really seems good quality product,1
negative, there are few good things about this keyboard lights number keys wireless rechargeable but the space bar is major deal breaker for me was looking for quiet keyboard to take notes during videoconferencing the space bar is annoyingly loud even when typing without having to be quiet on conference call it is very annoying my partner down the hall can here me typing good features on this keyboard but really cannot stand the space bar it an instant return for me the worst part is they market this as quiet keyboard it far from quiet ,95,1.0,good thing keyboard light number key wireless rechargeable space bar major deal breaker looking quiet keyboard take note videoconferencing space bar annoyingly loud even typing without quiet conference call annoying partner hall typing good feature keyboard really stand space bar instant return worst part market quiet keyboard far quiet,0
positive,this is great value am using with my laptop as dont like the keyboard on my laptop love this ,19,5.0,great value using laptop dont like keyboard laptop love,2
positive,so far it works great hope it stays like that ,10,1.0,far work great hope stay like,2
positive,the keyboard feels steady the wireless connection is excellent just wish that the hand rest was at least inches long since use it on my lap ,26,1.0,keyboard feel steady wireless connection excellent wish hand rest least inch long since use lap,2
neutral,i enjoy the snarkiness of the ppwk in the package minus the space bar all of the keys are very quiet gave it full charge before use it worked immediately backlighting turns off after its idle for bit simple tap of any key wakes it up dig that the backlighting is multi colored just plain white being that not planning to use it for gaming going to need to get used to the shape of the enter key there is an additional key on the middle row where would naturally hit enter no biggie minus star because the space bar is quite loud ,103,5.0,enjoy snarkiness ppwk package minus space bar key quiet gave full charge use worked immediately backlighting turn idle bit simple tap key wake dig backlighting multi colored plain white planning use gaming going need get used shape enter key additional key middle row would naturally hit enter biggie minus star space bar quite loud,1
positive,great gaming keyboard,3,5.0,great gaming keyboard,2
positive,we love it ,3,5.0,love,2
neutral,i have not had to charge the keyborad or the mouse am on my computer lot and am still running the both of them from the time first intalled the ,30,5.0,charge keyborad mouse computer lot still running time first intalled,1
positive,like use it for music production it serves it purpose to elevate the mood in room while creating music compositions etc ,21,5.0,like use music production serf purpose elevate mood room creating music composition etc,2
negative,crap quality several keys fell off when it was being stored not even in use and are now lost rendering the keyboard useless down the drain ,26,2.0,crap quality several key fell stored even use lost rendering keyboard useless drain,0
neutral,bluetooth range is no problem rgb color is good keys are comfortable to use but two keys stopped working use the cue key for gaming so this basically defeats the purpose of buying this keyboard ,35,5.0,bluetooth range problem rgb color good key comfortable use two key stopped working use cue key gaming basically defeat purpose buying keyboard,1
negative,so basically was testing the removable keycaps to see if the they actually worked so tried it on the space bar and after took it out couldn get it back in and when got it back in it kept falling out idk if this was my fault or the keyboards fault ,51,5.0,basically testing removable keycaps see actually worked tried space bar took get back got back kept falling idk fault keyboard fault,0
positive, love the colors love that it can be plugged in or wireless love it with my keyboard as well ,19,3.0,love color love plugged wireless love keyboard well,2
positive,works great,2,5.0,work great,2
positive,what like everything what dislike nothing this review is actually the first thing that typing with this new keyboard the keys feel little spaced out but ve been stuck with tiny bluetooth keyboards using my phone as my computer which this works flawlessly with the samsung galaxy note and with the dex setup which currently utilizing feel like purchased much more expensive keyboard than what paid for this the packaging and items inside are esquisite the glow of the keyboard is bright and fantasticly appealing wish this had bluetooth format but maybe the next note will feature connectivity to ghz devices ,101,3.0,like everything dislike nothing review actually first thing typing new keyboard key feel little spaced stuck tiny bluetooth keyboard using phone computer work flawlessly samsung galaxy note dex setup currently utilizing feel like purchased much expensive keyboard paid packaging item inside esquisite glow keyboard bright fantasticly appealing wish bluetooth format maybe next note feature connectivity ghz device,2
neutral,after less than months it already broken space bar is already busted son had last keyboard for years and never had an issue very bummed ,25,1.0,less month already broken space bar already busted son last keyboard year never issue bummed,1
negative,this keyboard looks fantastic especially with the breathing setting but the connectivitiy is garbage it makes gaming fristrating because the keybiard will lag you will put in an input and it will take few seconds to register if it registers at all there is also no indicator if it is about to die fully charged it still lags ,58,3.0,keyboard look fantastic especially breathing setting connectivitiy garbage make gaming fristrating keybiard lag put input take second register register also indicator die fully charged still lag,0
positive,works fine easy to install and use but there is nothing quiet about this keyboard it clacks along just like regular one not advertised as quiet ,26,2.0,work fine easy install use nothing quiet keyboard clack along like regular one advertised quiet,2
neutral,although there is large american flag pictured on the product description this keyboard is made in china nowhere in the description does it say that paid premium for this keyboard for it to be made in the us and this is just false advertising ,44,3.0,although large american flag pictured product description keyboard made china nowhere description say paid premium keyboard made u false advertising,1
positive,well just saying not sure why the price is expensive besides the lights on background of keys it is the same basic keyboard you will find in the wireless section bought cause of how cool it looks also you have to keep charging the keyboard to ensure it is fully juiced up so make sure you turn it off on the bottom so it wont die have not had to many times it died on me but how often do you remember to cut your keyboard off or plug it up other than that item is perfect ,97,5.0,well saying sure price expensive besides light background key basic keyboard find wireless section bought cause cool look also keep charging keyboard ensure fully juiced make sure turn bottom wont die many time died often remember cut keyboard plug item perfect,2
neutral,highly recommended,2,2.0,highly recommended,1
positive,pos won hold charge after months of light use can return,11,2.0,po hold charge month light use return,2
positive,this is an excellent keyboard and exactly what was looking for the keys are extremely responsive and like the low profile of the keyboard also the keys are extremely quiet and the different color lighting is cool easy function button combinations controls functions such as turning the color lighting off or adjusting the dimness brightness of the lighting the packaging is great and liked the message the company provides in black envelope along with the stickers this product works great with kvm switch highly recommend ,85,1.0,excellent keyboard exactly looking key extremely responsive like low profile keyboard also key extremely quiet different color lighting cool easy function button combination control function turning color lighting adjusting dimness brightness lighting packaging great liked message company provides black envelope along sticker product work great kvm switch highly recommend,2
positive,i had never heard of this brand and was little concerned might be buying some weird off brand that was of poor quality so glad that not the case this keyboard is all quality they keys feel amazing to type on the lighting comes with few options like adjusting brightness and the whole thing feels sturdy set up was easy of course was reading through the few inserts that come in the packaging and there even cute description of how the keyboard was shipped to me ,86,5.0,never heard brand little concerned might buying weird brand poor quality glad case keyboard quality key feel amazing type lighting come option like adjusting brightness whole thing feel sturdy set easy course reading insert come packaging even cute description keyboard shipped,2
neutral,i like the color and function of this key board ,10,5.0,like color function key board,1
positive,i bought this keyboard for work wanted something quiet but also had rgb even tho there is only the basic rainbow and it not very bright for the price this keyboard is well worth it it very light for easy travel and the keys also feel surprisingly nice to type on for long periods ,54,5.0,bought keyboard work wanted something quiet also rgb even tho basic rainbow bright price keyboard well worth light easy travel key also feel surprisingly nice type long period,2
positive,love the lights ,3,4.0,love light,2
negative,i have problems with this keyboard just deciding that am not pushing the buttons anymore even when leaving the keyboard connected directly to the computer at times it just stops responding and its incredibly frustrating when trying to game ,39,1.0,problem keyboard deciding pushing button anymore even leaving keyboard connected directly computer time stop responding incredibly frustrating trying game,0
positive,i actually use this keyboard for my workstation and it super awesome love it and don know what else to say about this product it super fun and it lights up when you re typing and it awesome,38,2.0,actually use keyboard workstation super awesome love know else say product super fun light typing awesome,2
positive,fantastic keyboard for its price,5,2.0,fantastic keyboard price,2
neutral,i surprised how highly rated this keyboard is given that the space bar isn quiet as advertised this isn manufacturing defect it the actual design besides that problem the enter key is whole key further away compared to most keyboards found myself repeatedly pressing where the key should be but that place is occupied by the backslash another problem is that in ubuntu the keyboard shortcut for create new folder doesn work on this keyboard ,75,1.0,surprised highly rated keyboard given space bar quiet advertised manufacturing defect actual design besides problem enter key whole key away compared keyboard found repeatedly pressing key place occupied backslash another problem ubuntu keyboard shortcut create new folder work keyboard,1
positive,it really great keyboard the only thing don like is that you are unable to change the color other than that it perfect ,23,5.0,really great keyboard thing like unable change color perfect,2
positive,you will be needing to charge this keyboard every day ve had keyboards that lasted for months on single charge this is definately not one of them other than that it great keyboard ,33,5.0,needing charge keyboard every day keyboard lasted month single charge definately one great keyboard,2
positive,the key doesn work pretty hard to do anything when pretty important letter is not able to be used ,19,1.0,key work pretty hard anything pretty important letter able used,2
positive,ok product for price point wish battery lasted longer the keys are little awkward have to press harder than normal keyboard but for the price happy love it in the dark wish you could change the rainbow effect to solid color but happy overall use it for work so cannot give full review for gaming but did like the fact no software needed to be installed ,66,3.0,ok product price point wish battery lasted longer key little awkward press harder normal keyboard price happy love dark wish could change rainbow effect solid color happy overall use work give full review gaming like fact software needed installed,2
neutral,looked nice while it lasted but it wouldn charge after two months of light use ,15,4.0,looked nice lasted charge two month light use,1
positive,i ve bought this keyboard twice now it works great for few months honestly it is my favorite keyboard ve used so when my first one went out after about months bought another unfortunately that one lasted four months and konked out as well it just does this thing where it flickers on for second then turns right off would love to buy another one but don know if can justify buying keyboard that now assume will have to repurchase in another months ,83,4.0,bought keyboard twice work great month honestly favorite keyboard used first one went month bought another unfortunately one lasted four month konked well thing flicker second turn right would love buy another one know justify buying keyboard assume repurchase another month,2
positive,its amazing,2,4.0,amazing,2
neutral,lightweight nice looking wireless fair price but it stopped working after less than year really liked this keyboard but dealing with keyboard that is outputting constant characters to the computer and can imagine how to fix it if turn this on it locks up my computer and tries typing numbers and odd ascii characters shame ,55,3.0,lightweight nice looking wireless fair price stopped working less year really liked keyboard dealing keyboard outputting constant character computer imagine fix turn lock computer try typing number odd ascii character shame,1
neutral,after using this as an everyday keyboard for six months now there are few problems with even with full charge the keyboard will randomly power off have missed keystrokes and there no way to tell how much charge is left in the battery it is quiet however but wouldn use it as an everyday keyboard ,55,5.0,using everyday keyboard six month problem even full charge keyboard randomly power missed keystroke way tell much charge left battery quiet however use everyday keyboard,1
neutral,some keys stopped working months of use contacted the klim for assistance and was not able to get the keyboard exchanged for new one will no longer purchase any electronics from klim ,32,5.0,key stopped working month use contacted klim assistance able get keyboard exchanged new one longer purchase electronics klim,1
positive,great product my year old is new to gaming loves his keyboard the colors are fantastic he had great time with the included product stickers decking out his pc casing headphones etc plus the letter product literature that came with the keyboard personalizes the product you feel connection to the folks who put their tlc into the product thx ,59,5.0,great product year old new gaming love keyboard color fantastic great time included product sticker decking pc casing headphone etc plus letter product literature came keyboard personalizes product feel connection folk put tlc product thx,2
positive,have been using it nonstop since got it the look of the keyboard is super sleek and nice love the colors and the auto shut off of the lights when not being used has type charger so it works great with your phone charger if you have an android phone keys do not make noise which is nice connected quickly to my laptop no problems at all wish the company would make wireless mouse to go with this keyboard though ,80,5.0,using nonstop since got look keyboard super sleek nice love color auto shut light used type charger work great phone charger android phone key make noise nice connected quickly laptop problem wish company would make wireless mouse go keyboard though,2
positive,has great design and excellent features ,6,5.0,great design excellent feature,2
positive,i really love this keyboard for the price could not have asked for better one ,15,5.0,really love keyboard price could asked better one,2
negative,everything is perfect but the whole point while got this was because its wireless but wireless is useless if theres no reception after feets after year or so can remember it stopped working all it does now is just flashing light back and forth when try to type something in ,50,5.0,everything perfect whole point got wireless wireless useless there reception feets year remember stopped working flashing light back forth try type something,0
neutral,overall it is good keyboard but it runs out of battery really fast my own does not hold on for more than or days would expect to hold the battery for or weeks or even months every week have to connect into the usb port to recharge when connected to usb port still have to connect the bluetooth adapter which makes me use an extra usb port why not just use the usb cabe to also communicate with the pc why do have to use both while charging the keyboard ,90,5.0,overall good keyboard run battery really fast hold day would expect hold battery week even month every week connect usb port recharge connected usb port still connect bluetooth adapter make use extra usb port use usb cabe also communicate pc use charging keyboard,1
negative,the usb receiver got stuck in my laptop usb port ended up having to get it out with pliers fortunately this didnt cause any damage to the usb port very disappointed in this product as the keyboard no longer works at all and it almost damaged my laptop the usb receiver came out in pieces at time and not sure if it even functioned properly to begin with it most definitely doesn function now ,74,1.0,usb receiver got stuck laptop usb port ended get plier fortunately didnt cause damage usb port disappointed product keyboard longer work almost damaged laptop usb receiver came piece time sure even functioned properly begin definitely function,0
positive,it seemed fine at first but then tried to type the sign eventually figured out it was on another key not great if your only using it for gaming its good keyboard if you using chat it wouldn be great ,40,1.0,seemed fine first tried type sign eventually figured another key great using gaming good keyboard using chat great,2
positive,keyboard did not want to work even after turning it on and off and restarting my computer usb was plugged in but could not type word even tried charging it and still nothing and just got it today when went to settings it showed the keyboard was there but wasn allowing me to type or even change the brightness of the lights on keyboard,64,4.0,keyboard want work even turning restarting computer usb plugged could type word even tried charging still nothing got today went setting showed keyboard allowing type even change brightness light keyboard,2
neutral,good quality,2,4.0,good quality,1
positive,awesome,1,4.0,awesome,2
negative,the keyboard did not function correctly the moment opened plugged it some of the keys just don work received broken keyboard and it pain to return due to covid ,29,1.0,keyboard function correctly moment opened plugged key work received broken keyboard pain return due covid,0
negative,a solid keyboard for the price the battery life is not very good and if you use your computer lot it sort of defeats the purpose of it being wireless the keys are not silent although they are more quiet than most standard keyboards the backlighting provides nice visual but contributes to the poor battery life on single charge however the light level makes the keys very visible in dark or dimly lit room if the rgbs are important to you consider keyboard with more programmability because this one can only switch between off on and glow with options to toggle light level and glow frequency ,106,3.0,solid keyboard price battery life good use computer lot sort defeat purpose wireless key silent although quiet standard keyboard backlighting provides nice visual contributes poor battery life single charge however light level make key visible dark dimly lit room rgbs important consider keyboard programmability one switch glow option toggle light level glow frequency,0
positive,overall great keyboard and rechargeable too the computer doesnt give you any warning whatsoever when the battery is low or dead so it might cut out mid use similarly the battery life isn stellar but that to be expected of light up keyboard overall good value at its price point ,50,5.0,overall great keyboard rechargeable computer doesnt give warning whatsoever battery low dead might cut mid use similarly battery life stellar expected light keyboard overall good value price point,2
neutral,i like the raised keys not using for gaming but for work what dislike is that it doesn have setting for backlight to stay on which is what wanted ,29,5.0,like raised key using gaming work dislike setting backlight stay wanted,1
positive,i don use this for gaming and haven used the sleep mode so can really rate it like the way it lights up and it good keyboard only issue is lost the charging cable and can seem to find replacement not even on their website do recommend this though ,49,5.0,use gaming used sleep mode really rate like way light good keyboard issue lost charging cable seem find replacement even website recommend though,2
neutral,it fairly bright but you re stuck with the one rainbow color pattern and some of the colors are not as bright as others making typing in the dark harder than it should be the keys are raised up and beveled like keyboard from years ago so the striking surface is smaller than on newer keyboards this makes typing and accuracy little slower some of the keys are placed little weird too the key to the left of the enter key usually has the apostrophe and quotation mark this one has the backslash and vertical line as was used to my last keyboard kept putting backslashes where apostrophes should be ll likely be replacing this soon ,116,3.0,fairly bright stuck one rainbow color pattern color bright others making typing dark harder key raised beveled like keyboard year ago striking surface smaller newer keyboard make typing accuracy little slower key placed little weird key left enter key usually apostrophe quotation mark one backslash vertical line used last keyboard kept putting backslashes apostrophe likely replacing soon,1
positive,fast shipped love it the keyboard works great ,8,1.0,fast shipped love keyboard work great,2
positive,works great only use the usb to connect it to my ps and no problems so far using the wireless ,20,4.0,work great use usb connect p problem far using wireless,2
positive,very cool keyboard it easy to the eye at night when using would recommend this item to friends family and anyone else interested ,23,2.0,cool keyboard easy eye night using would recommend item friend family anyone else interested,2
neutral,office work,2,5.0,office work,1
positive,great compact keyboard with key easy to type on not noisy plug play setup love the colors and breathing effect is very calming no issues for me ,27,4.0,great compact keyboard key easy type noisy plug play setup love color breathing effect calming issue,2
positive,i needed wireless keyboard for reasonable price and fast shipping plus this one brightens my home office buy it again and again happy with my purchase ,26,1.0,needed wireless keyboard reasonable price fast shipping plus one brightens home office buy happy purchase,2
positive,very cool my year old son loves it he changes the colors and even turns the color off ,18,4.0,cool year old son love change color even turn color,2
positive,this keyboard was easy to set up however the user manual that you can download is not in english use the fn key to adjust the lights very cool keyboard ,30,1.0,keyboard easy set however user manual download english use fn key adjust light cool keyboard,2
neutral,i can trust this keyboard to type read every key type it constantly misses letters and entering hidden passwords are pain because you don know if the keyboard even registered the key you hit ,34,4.0,trust keyboard type read every key type constantly miss letter entering hidden password pain know keyboard even registered key hit,1
neutral,cant use it while its plugged in use laptop so have little room for usb mouse and keyboard and it doesn work while its plugged in charging or atleast thats what ive found,33,5.0,cant use plugged use laptop little room usb mouse keyboard work plugged charging atleast thats ive found,1
positive,this is cool wireless gaming keyboard love the fact that it lights up however it has an internal battery that needs to be charged too often ,26,4.0,cool wireless gaming keyboard love fact light however internal battery need charged often,2
positive,purchased this keyboard for looks and for work it does the job nicely as regular low demanding keyboard haven game with it yet but could see it doing just fine doesn feel like real mechanical keyboard feels very plasticy and not the most high end keyboard out there the lights only have modes which are breathing and always on the lights are fixed as the same colors as well only bought this since it cheap and it looks cool if you want simple yet cool looking keyboard then this is good however if you want something lot more then look elsewhere ,101,4.0,purchased keyboard look work job nicely regular low demanding keyboard game yet could see fine feel like real mechanical keyboard feel plasticy high end keyboard light mode breathing always light fixed color well bought since cheap look cool want simple yet cool looking keyboard good however want something lot look elsewhere,2
neutral,buttons stick would not buy,5,5.0,button stick would buy,1
positive,this is fair to middling keyboard the back lighting only works when it is plugged in some folks think the back lighting is just gimmicky bling thing but in darkened room its necessary and if you go cordless no back light would rather have truly cordless model with lots of batteries prefer the heft this one is very light adding to sense of cheapness it is compact still room for improvement will try another when tire of this one still searching for the one would re order this ain it but still reasonable value ,94,5.0,fair middling keyboard back lighting work plugged folk think back lighting gimmicky bling thing darkened room necessary go cordless back light would rather truly cordless model lot battery prefer heft one light adding sense cheapness compact still room improvement try another tire one still searching one would order still reasonable value,2
positive,great product have nothing bad to say about this product worth every penny ,13,5.0,great product nothing bad say product worth every penny,2
positive,had an issue with this after couple months contacted the klim support and they were great to work with and replaced the product promptly ,24,5.0,issue couple month contacted klim support great work replaced product promptly,2
positive,it reached my expectations it good products definitely recommend ,9,2.0,reached expectation good product definitely recommend,2
negative,totally deceptive they raised the price what joke nothing makes me more mad than when company puts american flags all over their listing and the label on the box says made in china why because this is deceptive marketing even if the box didnt say this how do know because the letter key didnt work and the power switch was stuck immediate return do not buy ,66,5.0,totally deceptive raised price joke nothing make mad company put american flag listing label box say made china deceptive marketing even box didnt say know letter key didnt work power switch stuck immediate return buy,0
neutral,it doesn have solid lighting doesn match my red themed pc mouse mousepad setup ,14,5.0,solid lighting match red themed pc mouse mousepad setup,1
positive,great keyboard am able to connect from another room without direct line of sight response time is excellent it does miss key from time to time but attribute that to range and signal penetration and it really not an imposition but best of all the manufacturer is both very responsive and helpful and also have great sense of humor edit spilled little coffee on it today the keyboard immediately spazzed out turned it off took it apart and cleaned and dried all of it still broken suffice it to say waterproof is not what this is ,96,5.0,great keyboard able connect another room without direct line sight response time excellent miss key time time attribute range signal penetration really imposition best manufacturer responsive helpful also great sense humor edit spilled little coffee today keyboard immediately spazzed turned took apart cleaned dried still broken suffice say waterproof,2
positive,outstanding product and customer service thanks ,6,3.0,outstanding product customer service thanks,2
negative,this is an awesome keyboard but what triggered my purchase was that thought it was water proof not sure how got that idea think some reviews had read were making mistake of saying water proof and not water resistant had also read reviews on another site that mentioned silicon sealed internals and the keyboard has quite few holes in it they are very well engineered for liquid to run onto and through the keyboard drying it very quickly have inquisitive pet birds that knock stuff over all the time onto my keyboards and are also fascinatd with stomping around on the keys seems to be weird fascination with most larger birds have seen so the idea of keyboard could just wash in the sink was awesome except that it isn have ran into few other people that have made the same assumption and instant destruction of an awesome keyboard as myself woulodn even really call it water resistant the board the battery wires and well everything is jsimply placed inside with no covering or anything while the drainage heoles do help mitigate spill damage the internal components seem very ill quiped for moisture of any typ my keyboard died quite instantly upon wiping it down with damp rag bit on the wet side though rung out quite bit so be careful this was selling point that somehow got very confusing which failed upon light testing of the water resistance ,239,1.0,awesome keyboard triggered purchase thought water proof sure got idea think review read making mistake saying water proof water resistant also read review another site mentioned silicon sealed internals keyboard quite hole well engineered liquid run onto keyboard drying quickly inquisitive pet bird knock stuff time onto keyboard also fascinatd stomping around key seems weird fascination larger bird seen idea keyboard could wash sink awesome except ran people made assumption instant destruction awesome keyboard woulodn even really call water resistant board battery wire well everything jsimply placed inside covering anything drainage heoles help mitigate spill damage internal component seem ill quiped moisture typ keyboard died quite instantly upon wiping damp rag bit wet side though rung quite bit careful selling point somehow got confusing failed upon light testing water resistance,0
neutral,it has been about months and this keyboard completely stopped working this lights are broken they don stay on and the light fr caps lock doesn turn on not to mention it won type whatsoever anymore do not recommend this keyboard ,41,5.0,month keyboard completely stopped working light broken stay light fr cap lock turn mention type whatsoever anymore recommend keyboard,1
positive,works well and as expected packaging is nice and is pretty simple plug and play do wish it would have solid back light feature and not just the rainbow multi colored as think it would look more professional for an office setting but other wise im pleased with it ,49,3.0,work well expected packaging nice pretty simple plug play wish would solid back light feature rainbow multi colored think would look professional office setting wise im pleased,2
neutral,does not hold charge for more than week half the time you hit key it doesn register should not have gone with the cheaper model ,25,5.0,hold charge week half time hit key register gone cheaper model,1
positive,great for ps lacks macro buttons looks great but cant change the light effects ,14,3.0,great p lack macro button look great cant change light effect,2
neutral,it works good ,3,5.0,work good,1
neutral,i wish could adjust the sleeping mode timing ,8,1.0,wish could adjust sleeping mode timing,1
positive,excellent for the price lighted keyboard keys are great quiet key clicks responsive ,13,5.0,excellent price lighted keyboard key great quiet key click responsive,2
neutral,i bought this keyboard with limited expectations was completely surprised at how good it really is can beat it for the price ,22,1.0,bought keyboard limited expectation completely surprised good really beat price,1
neutral,fits my needs,3,1.0,fit need,1
neutral,bright enough for night play and no batteries to replace,10,5.0,bright enough night play battery replace,1
neutral,very quick delivery nice keyboard simple to setup,8,5.0,quick delivery nice keyboard simple setup,1
neutral,product came in good box along with humorous company statement however everything afterwards was dismay the wireless keyboards has lot of lag the simplest way to describe it is pretty decent gamer and getting owned by noobs because of this system don even get me started on just using it for daily mundane tasks check and write emails the system would lag so much that would rather write whole essay in my cellphone and send it that way ,78,5.0,product came good box along humorous company statement however everything afterwards dismay wireless keyboard lot lag simplest way describe pretty decent gamer getting owned noobs system even get started using daily mundane task check write email system would lag much would rather write whole essay cellphone send way,1
positive,i purchased two of these one works of the time get some ghost keys and missed keys but it is something can live with this second keyboard though wow just wow maybe half the keys work at most charged it up tried multiple computers oses etc same result get maybe half the keys working it is very random too as to when it happens and which keys spend little extra and get something that is actually worth it and if you are worried about accuracy buy wired ,87,5.0,purchased two one work time get ghost key missed key something live second keyboard though wow wow maybe half key work charged tried multiple computer os etc result get maybe half key working random happens key spend little extra get something actually worth worried accuracy buy wired,2
positive,i ve been using mechanical boards for while and randomly used non mechanical one that found in my closet and realized like it way more so went to amazon to find better quality non mechanical board and found the corsair which was but then saw this board for only so tried this one out no complains whatsoever yet typing feels great fast response time very lightweight and wireless has been flawless update been using this now for years still has no issues and works great,85,1.0,using mechanical board randomly used non mechanical one found closet realized like way went amazon find better quality non mechanical board found corsair saw board tried one complains whatsoever yet typing feel great fast response time lightweight wireless flawless update using year still issue work great,2
positive,honestly couldn be happier with it hadn heard of the company before but the receipt of this keyboard made me an instant fan quality product at fair price and they seem to be sincere in putting customer service first and it came with metal stickers one immediately went on my pc will buy more of their products update after couple of years the charging port broke but the keyboard was still under warranty and they sent me brand new one absolutely wonderful customer service still experience ,86,5.0,honestly happier heard company receipt keyboard made instant fan quality product fair price seem sincere putting customer service first came metal sticker one immediately went pc buy product update couple year charging port broke keyboard still warranty sent brand new one absolutely wonderful customer service still experience,2
positive,nice springy keys that are smooth to type comfortable arrangement and like the backlight also very thoughtful letter from the manufacturers would highly recommend keep it up ,27,5.0,nice springy key smooth type comfortable arrangement like backlight also thoughtful letter manufacturer would highly recommend keep,2
neutral,volume control doesn work on this keypad,7,5.0,volume control work keypad,1
